hr,steps,gsr,calories,temp
92,0,5.57E-05,1.9,86.9
100,9,5.67E-05,2.2,86.9
86,0,5.67E-05,1.5,87.8
91,25,5.83E-05,2.1,87.8
89,0,5.60E-05,1.6,87.8
87,0,5.73E-05,1.6,87.8
83,0,5.79E-05,1.4,87.8
85,0,5.79E-05,1.5,87.8
88,0,5.63E-05,1.6,87.8
84,0,5.63E-05,1.5,87.8
87,0,5.60E-05,1.5,87.8
86,0,5.57E-05,1.6,87.8
86,0,5.70E-05,1.5,87.8
86,0,5.70E-05,1.5,88.7
85,0,5.67E-05,1.5,88.7
88,0,5.67E-05,1.6,87.8
86,0,5.57E-05,1.5,87.8
87,0,5.63E-05,1.5,87.8
90,0,5.70E-05,1.7,87.8
89,0,5.73E-05,1.6,88.7
88,0,5.67E-05,1.7,88.7
89,0,5.70E-05,1.6,88.7
86,0,5.63E-05,1.6,87.8
91,0,5.67E-05,1.8,87.8
87,0,5.70E-05,1.6,87.8
85,0,5.70E-05,1.5,88.7
88,0,5.67E-05,1.6,89.6
88,0,5.70E-05,1.5,89.6
89,0,5.70E-05,1.6,89.6
86,0,5.76E-05,1.6,89.6
82,0,5.73E-05,1.5,89.6
87,0,5.79E-05,1.5,89.6
86,0,5.76E-05,1.5,89.6
85,0,5.73E-05,1.5,89.6
88,0,5.73E-05,1.7,89.6
100,20,5.73E-05,2.5,88.7
98,0,5.73E-05,2.1,88.7
93,0,5.60E-05,1.8,88.7
92,0,5.60E-05,1.8,87.8
96,0,5.54E-05,1.9,87.8
94,0,5.60E-05,1.9,87.8
96,0,5.60E-05,1.9,87.8
93,0,5.51E-05,2,87.8
93,0,5.57E-05,1.8,87.8
94,0,5.60E-05,1.8,87.8
93,0,5.60E-05,1.8,87.8
97,0,5.70E-05,2,87.8
94,0,5.63E-05,2,87.8
96,6,5.60E-05,2.3,87.8
108,0,5.63E-05,2.7,88.7
100,0,5.67E-05,2.4,88.7
96,0,5.70E-05,2,88.7
100,8,5.70E-05,2.4,88.7
108,12,5.73E-05,2.9,88.7
94,0,5.63E-05,1.9,88.7
95,0,5.57E-05,2,88.7
99,9,5.73E-05,2.4,87.8
109,1,5.67E-05,2.9,88.7
97,15,5.63E-05,2.2,88.7
92,0,5.67E-05,1.8,87.8
92,0,5.70E-05,1.8,87.8
86,0,5.86E-05,1.6,88.7
89,0,5.99E-05,1.6,88.7
89,0,5.83E-05,1.6,88.7
87,0,5.83E-05,1.5,88.7
83,0,5.86E-05,1.7,88.7
69,0,5.96E-05,1.4,88.7
69,0,5.89E-05,1.5,88.7
97,0,5.70E-05,2,88.7
104,0,5.70E-05,2.3,88.7
113,0,5.70E-05,2.9,88.7
109,0,5.83E-05,2.9,88.7
136,0,5.76E-05,10.7,88.7
148,0,5.70E-05,12.5,88.7
153,0,5.70E-05,13.3,88.7
135,0,5.73E-05,10.1,88.7
164,0,5.76E-05,14.7,88.7
185,0,5.73E-05,17.3,89.6
154,0,5.83E-05,13.6,89.6
122,0,5.99E-05,5.5,89.6
100,0,5.96E-05,2.3,90.5
94,0,5.83E-05,1.9,91.4
87,0,5.86E-05,1.5,91.4
89,0,5.89E-05,1.7,91.4
87,0,5.89E-05,1.6,91.4
89,0,5.99E-05,1.5,91.4
90,0,5.89E-05,1.7,91.4
91,0,5.86E-05,1.6,91.4
91,0,5.86E-05,1.8,91.4
89,0,5.86E-05,1.6,91.4
90,0,5.83E-05,1.7,91.4
91,0,5.83E-05,1.9,90.5
92,0,5.79E-05,1.7,90.5
90,0,5.79E-05,1.8,90.5
92,0,5.86E-05,1.8,90.5
92,0,5.79E-05,1.7,90.5
89,0,5.79E-05,1.8,90.5
84,0,5.89E-05,1.5,90.5
88,0,5.89E-05,1.6,90.5
88,0,5.83E-05,1.5,90.5
87,0,5.86E-05,1.5,90.5
89,0,5.83E-05,1.6,90.5
88,0,5.79E-05,1.6,90.5
94,0,5.79E-05,2,90.5
96,0,5.86E-05,2.1,90.5
92,0,5.86E-05,1.9,90.5
92,0,5.86E-05,1.8,90.5
103,10,5.86E-05,2.7,90.5
97,0,6.06E-05,2.4,90.5
87,0,5.79E-05,1.6,89.6
90,0,6.09E-05,1.7,89.6
88,0,6.12E-05,1.7,90.5
84,0,6.12E-05,1.5,90.5
84,0,5.83E-05,1.5,89.6
85,0,5.79E-05,1.5,89.6
85,0,6.36E-05,1.7,89.6
80,0,5.76E-05,1.4,89.6
79,0,5.73E-05,1.5,88.7
78,0,5.79E-05,1.5,88.7
79,0,5.89E-05,1.4,88.7
79,0,5.89E-05,1.5,88.7
81,0,5.83E-05,1.5,88.7
79,0,5.73E-05,1.5,88.7
78,0,5.79E-05,1.5,89.6
80,0,5.83E-05,1.4,90.5
80,0,5.92E-05,1.5,90.5
80,0,5.96E-05,1.5,90.5
81,0,5.96E-05,1.4,91.4
79,0,5.92E-05,1.5,91.4
81,0,6.02E-05,1.5,91.4
81,0,6.02E-05,1.4,91.4
80,0,6.12E-05,1.5,92.3
80,0,6.16E-05,1.5,92.3
81,0,6.12E-05,1.4,92.3
81,0,6.12E-05,1.5,92.3
82,0,6.16E-05,1.5,92.3
79,0,7.27E-05,1.4,92.3
78,0,8.68E-05,1.5,92.3
79,0,9.12E-05,1.5,92.3
77,0,9.27E-05,1.5,92.3
76,0,8.58E-05,1.4,92.3
78,0,8.82E-05,1.5,92.3
76,0,9.07E-05,1.5,92.3
77,0,9.17E-05,1.4,92.3
99,0,9.86E-05,2.2,92.3
70,0,9.86E-05,1.5,92.3
72,0,9.07E-05,1.4,91.4
72,0,8.49E-05,1.5,91.4
73,0,7.68E-05,1.5,90.5
73,0,7.51E-05,1.4,90.5
75,0,7.35E-05,1.5,90.5
75,0,7.11E-05,1.5,90.5
75,0,6.95E-05,1.4,89.6
74,0,6.99E-05,1.5,89.6
73,0,7.35E-05,1.5,89.6
73,0,7.07E-05,1.4,89.6
74,0,7.03E-05,1.5,89.6
74,0,6.80E-05,1.5,89.6
74,0,6.54E-05,1.4,89.6
77,0,6.44E-05,1.5,89.6
76,0,6.29E-05,1.5,88.7
75,0,6.76E-05,1.4,88.7
73,0,7.68E-05,1.5,88.7
73,0,7.47E-05,1.5,88.7
72,0,7.27E-05,1.4,88.7
73,0,7.15E-05,1.5,88.7
74,0,7.03E-05,1.5,88.7
73,0,6.73E-05,1.4,88.7
75,0,6.54E-05,1.5,88.7
72,0,7.19E-05,1.5,88.7
70,0,7.39E-05,1.4,88.7
96,0,7.47E-05,1.5,88.7
82,0,7.15E-05,1.5,88.7
71,0,6.88E-05,1.4,88.7
67,0,6.80E-05,1.5,88.7
69,0,6.73E-05,1.5,88.7
71,0,6.73E-05,1.5,88.7
66,0,6.65E-05,1.4,87.8
65,0,6.54E-05,1.5,87.8
63,0,6.58E-05,1.5,87.8
72,0,6.40E-05,1.4,87.8
69,0,6.06E-05,1.5,87.8
54,0,6.16E-05,1.5,87.8
61,0,6.23E-05,1.4,87.8
64,0,6.12E-05,1.5,87.8
62,0,6.19E-05,1.5,87.8
62,0,6.09E-05,1.4,86.9
58,0,6.12E-05,1.5,86.9
58,0,6.19E-05,1.5,86.9
60,0,6.19E-05,1.4,86.9
86,0,6.16E-05,1.5,86.9
79,0,6.23E-05,1.5,86.9
69,0,5.76E-05,1.4,86.9
72,0,5.67E-05,1.5,86
79,0,5.57E-05,1.5,86
69,0,5.45E-05,1.4,86
74,0,5.60E-05,1.5,86
76,0,5.57E-05,1.5,86.9
78,0,5.60E-05,1.4,86.9
78,0,5.63E-05,1.5,86.9
78,0,5.73E-05,1.5,87.8
80,0,5.73E-05,1.4,87.8
81,0,5.73E-05,1.5,87.8
81,0,5.73E-05,1.5,87.8
81,0,5.83E-05,1.4,87.8
81,0,5.73E-05,1.5,88.7
81,0,5.76E-05,1.5,88.7
81,0,5.86E-05,1.4,88.7
81,0,5.83E-05,1.5,88.7
82,0,5.83E-05,1.5,88.7
82,0,5.99E-05,1.5,88.7
80,0,6.09E-05,1.4,88.7
84,0,6.02E-05,1.5,88.7
82,0,5.96E-05,1.5,88.7
79,0,5.89E-05,1.4,88.7
73,0,7.39E-05,1.5,88.7
80,0,7.64E-05,1.5,89.6
79,0,7.99E-05,1.4,89.6
79,0,8.68E-05,1.5,89.6
80,0,8.87E-05,1.5,89.6
80,0,9.32E-05,1.4,89.6
80,0,9.59E-05,1.5,90.5
81,0,0.000132886,1.5,90.5
80,0,0.000124346,1.4,90.5
80,0,0.000114439,1.5,90.5
80,0,0.000106494,1.5,90.5
80,0,0.000101881,1.4,90.5
83,0,9.86E-05,1.5,90.5
80,0,7.90E-05,1.5,90.5
81,0,6.54E-05,1.4,89.6
85,0,7.60E-05,1.5,89.6
71,0,5.76E-05,1.5,89.6
70,0,5.73E-05,1.4,88.7
68,0,5.79E-05,1.5,88.7
74,0,5.70E-05,1.5,87.8
74,0,5.63E-05,1.4,87.8
82,0,5.70E-05,1.6,87.8
73,0,5.67E-05,1.4,87.8
72,0,5.60E-05,1.5,87.8
74,0,5.57E-05,1.5,86.9
74,0,5.54E-05,1.4,86.9
77,0,5.54E-05,1.5,86.9
76,0,5.51E-05,1.5,86.9
76,0,5.57E-05,1.4,86.9
73,0,5.57E-05,1.5,86.9
78,0,5.70E-05,1.5,86
75,0,5.67E-05,1.4,86
77,0,5.67E-05,1.5,86
77,0,5.63E-05,1.5,86
78,0,5.70E-05,1.4,86
78,0,5.67E-05,1.5,86
83,0,5.70E-05,1.6,86
81,0,6.80E-05,1.6,86
73,0,5.45E-05,1.5,86
73,0,5.54E-05,1.4,86
73,0,5.48E-05,1.5,86
74,0,5.51E-05,1.5,86
77,0,5.45E-05,1.4,86
75,0,5.48E-05,1.5,86
78,0,5.51E-05,1.5,86
76,0,5.54E-05,1.4,86
76,0,5.51E-05,1.5,86
77,0,5.48E-05,1.5,85.1
72,0,5.51E-05,1.4,85.1
73,0,5.54E-05,1.5,85.1
72,0,5.48E-05,1.5,85.1
74,0,5.51E-05,1.4,85.1
74,0,5.51E-05,1.5,85.1
76,0,5.48E-05,1.5,85.1
76,0,5.48E-05,1.4,85.1
76,0,5.51E-05,1.5,85.1
78,0,5.51E-05,1.5,85.1
77,0,5.48E-05,1.4,85.1
77,0,5.54E-05,1.5,85.1
76,0,5.48E-05,1.5,85.1
77,0,5.51E-05,1.4,85.1
76,0,5.48E-05,1.5,84.2
77,0,5.54E-05,1.5,84.2
89,0,5.54E-05,1.8,84.2
76,0,5.86E-05,1.5,84.2
82,0,5.73E-05,1.6,84.2
71,0,5.51E-05,1.5,84.2
68,0,5.48E-05,1.5,84.2
71,0,5.45E-05,1.5,84.2
71,0,5.45E-05,1.4,84.2
73,0,5.51E-05,1.5,84.2
74,0,5.45E-05,1.5,84.2
67,0,6.29E-05,1.4,85.1
56,0,5.45E-05,1.5,85.1
56,0,5.42E-05,1.5,85.1
61,0,5.48E-05,1.4,85.1
61,0,5.39E-05,1.5,85.1
54,0,5.45E-05,1.5,85.1
52,0,5.42E-05,1.4,85.1
50,0,5.45E-05,1.5,85.1
48,0,5.48E-05,1.5,84.2
58,0,5.48E-05,1.4,84.2
55,0,5.51E-05,1.5,84.2
49,0,5.51E-05,1.5,84.2
48,0,5.48E-05,1.4,84.2
52,0,5.45E-05,1.5,84.2
47,0,5.51E-05,1.5,84.2
47,0,5.45E-05,1.4,84.2
49,0,5.42E-05,1.5,84.2
48,0,5.51E-05,1.5,85.1
76,0,5.45E-05,1.4,85.1
73,0,5.48E-05,1.5,85.1
67,0,5.51E-05,1.5,85.1
68,0,5.48E-05,1.5,85.1
73,0,5.48E-05,1.4,85.1
72,0,5.51E-05,1.5,85.1
72,0,5.54E-05,1.5,85.1
74,0,5.51E-05,1.4,85.1
77,0,5.51E-05,1.6,85.1
79,0,5.48E-05,1.5,85.1
71,0,5.48E-05,1.4,85.1
67,0,5.48E-05,1.5,85.1
75,0,5.54E-05,1.5,85.1
65,0,5.60E-05,1.4,86
69,0,5.76E-05,1.5,86
70,0,5.92E-05,1.5,86
67,0,5.76E-05,1.4,86
73,0,5.83E-05,1.5,86.9
70,0,5.70E-05,1.5,86.9
69,0,5.67E-05,1.5,86
71,0,5.67E-05,1.4,86.9
72,0,5.70E-05,1.5,86.9
68,0,5.70E-05,1.5,86.9
71,0,5.76E-05,1.4,86.9
73,0,5.89E-05,1.5,86.9
73,0,5.86E-05,1.5,86.9
74,0,5.92E-05,1.4,86.9
75,0,5.89E-05,1.5,86.9
75,0,5.86E-05,1.5,86.9
76,0,5.89E-05,1.4,86.9
75,0,5.92E-05,1.5,86.9
75,0,5.89E-05,1.5,86.9
74,0,5.96E-05,1.4,86.9
75,0,5.92E-05,1.5,86.9
85,0,5.92E-05,1.5,86.9
69,0,5.57E-05,1.4,86.9
70,0,5.83E-05,1.5,86.9
73,0,5.89E-05,1.5,86.9
73,0,5.89E-05,1.4,86.9
74,0,5.89E-05,1.5,86.9
74,0,5.92E-05,1.5,86.9
73,0,5.83E-05,1.4,86.9
74,0,5.89E-05,1.5,86.9
74,0,5.86E-05,1.5,86.9
74,0,5.92E-05,1.4,86.9
73,0,5.86E-05,1.5,86.9
74,0,5.83E-05,1.5,86.9
73,0,5.99E-05,1.4,86.9
73,0,5.92E-05,1.5,86.9
73,0,5.89E-05,1.5,86.9
78,0,5.96E-05,1.4,86.9
71,0,5.83E-05,1.5,86.9
67,0,5.63E-05,1.5,86.9
70,0,5.60E-05,1.5,86.9
69,0,5.60E-05,1.4,86.9
71,0,5.57E-05,1.5,86.9
70,0,5.57E-05,1.5,86.9
72,0,5.60E-05,1.4,86
73,0,5.54E-05,1.5,86
72,0,5.60E-05,1.5,86
72,0,5.57E-05,1.4,86
73,0,5.60E-05,1.5,86
72,0,5.57E-05,1.5,86
72,0,5.63E-05,1.4,86
73,0,5.57E-05,1.5,86
92,113,0.00231126,2.4,81.5
102,17,0.00202375,3,81.5
105,40,0.00726842,3.1,82.4
110,37,0.0119614,4.3,82.4
113,64,0.0203493,4.8,83.3
114,37,0.0170462,4.8,83.3
104,0,0.0156881,2.9,83.3
90,0,0.0043923,2.1,83.3
100,0,0.00434395,2.5,83.3
98,0,0.00906969,2.4,83.3
101,0,0.00912003,2.5,84.2
102,0,0.00665241,2.7,84.2
102,0,0.007031,2.6,85.1
96,0,0.00446585,2.7,85.1
102,0,0.0049337,2.8,85.1
94,0,0.0051003,2.3,86
93,0,0.00602157,2.1,86
94,0,0.0101876,2.2,86
91,0,0.00691521,2.1,86
97,0,0.00382469,2.4,86.9
97,0,0.00291615,2.4,86.9
94,6,0.0022732,2.3,86.9
101,33,0.00226065,2.7,86.9
94,0,0.00122974,2.3,86.9
91,0,0.00170467,2.1,86.9
100,0,0.00234996,2.6,86.9
98,0,0.00311642,2.5,86.9
101,0,0.00334892,2.6,86.9
97,0,0.00342389,2.4,86.9
98,0,0.00461665,2.4,86.9
101,0,0.00579273,2.7,86.9
98,0,0.00755556,2.4,86.9
103,0,0.0060886,2.8,86.9
102,0,0.00560351,2.6,86.9
97,0,0.00844001,2.4,86.9
94,32,0.0142793,2.4,86.9
102,0,0.00743114,2.6,86.9
103,0,0.00420205,2.8,86.9
100,0,0.00680133,2.6,86.9
95,0,0.0117645,2.2,86.9
92,0,0.0118298,1.9,86.9
95,10,0.00298143,2.4,86.9
99,0,0.00922155,2.7,86.9
93,24,0.0105316,2.3,86.9
96,0,0.00576076,2.2,86.9
95,0,0.00466804,2.2,86.9
96,0,0.00542048,2.4,86.9
86,0,0.00622491,2.1,86.9
89,0,0.0122292,1.9,86.9
95,0,0.00545056,2.1,86.9
89,0,0.00363884,1.9,87.8
92,0,0.00318618,2,87.8
98,0,0.00259615,2.5,87.8
96,0,0.00369976,2.4,87.8
95,0,0.00291615,2.2,88.7
94,0,0.00399786,2.1,88.7
91,0,0.00485245,2,88.7
96,0,0.00311642,2.2,88.7
99,0,0.00258182,2.5,88.7
97,0,0.00200147,2.3,88.7
97,0,0.00134361,2.4,88.7
99,0,0.00192541,2.5,89.6
96,0,0.00108875,2.3,89.6
101,0,0.00113805,2.7,89.6
107,0,0.000927297,3.1,89.6
100,0,0.00142008,2.5,89.6
99,0,0.000318626,2.5,89.6
102,0,0.000285237,2.7,89.6
98,0,0.000672663,2.5,89.6
105,0,0.000703117,2.8,89.6
102,0,0.000672663,2.7,89.6
98,0,0.00100757,2.5,89.6
101,0,0.000115713,2.5,89.6
90,0,0.000194689,1.9,88.7
97,0,0.000518582,2.3,89.6
99,0,0.000223582,2.4,88.7
102,0,0.000380368,2.7,88.7
97,0,0.000691539,2.4,89.6
93,0,0.000213898,2.1,89.6
95,0,0.000137373,2.2,89.6
97,0,0.000325759,2.3,89.6
102,0,0.000408746,2.7,89.6
98,0,0.000417897,2.4,89.6
97,0,0.000427252,2.4,89.6
99,0,0.000384602,2.4,89.6
100,0,0.000408746,2.6,89.6
103,0,0.000384602,2.8,90.5
100,0,0.000277451,2.5,90.5
101,0,0.000338629,2.6,89.6
105,0,0.000313379,2.9,90.5
102,0,0.000309929,2.6,90.5
97,0,0.000282096,2.3,90.5
91,0,0.000277451,2,89.6
93,0,0.000306517,2,89.6
98,0,0.000216279,2.5,90.5
96,0,0.000251141,2.3,89.6
99,0,0.00012573,2.5,89.6
105,0,0.000208059,2.9,89.6
94,0,0.000227326,2.1,89.6
97,0,0.000204633,2.4,89.6
97,0,0.000150927,2.4,89.6
96,0,0.000206911,2.3,89.6
93,0,0.000200152,2.1,89.6
98,0,0.000178189,2.4,89.6
103,0,0.000181172,2.7,89.6
100,16,0.000206911,2.7,89.6
96,0,0.000194689,2.4,89.6
93,0,0.000175254,2.1,89.6
94,0,0.000229856,2.2,89.6
96,0,0.000242937,2.5,89.6
96,0,0.000200152,2.3,89.6
103,0,0.000149265,2.8,89.6
104,0,0.000156023,2.8,89.6
101,0,6.51E-05,2.6,88.7
104,0,7.43E-05,2.9,88.7
106,0,0.00011962,2.9,88.7
98,0,9.43E-05,2.2,88.7
104,0,0.000163087,2.9,88.7
106,16,0.000191483,3.1,88.7
108,0,0.000155162,3.1,88.7
107,0,0.000179178,3,88.7
96,0,0.000181172,2.3,88.7
98,0,0.000196856,2.4,88.7
101,0,0.000175254,2.7,88.7
96,0,0.00019577,2.4,88.7
101,0,0.000167663,2.6,88.7
95,0,0.000117001,2.3,89.6
98,0,0.000149265,2.3,89.6
100,0,0.000184206,2.5,89.6
98,0,0.000172368,2.5,89.6
97,0,0.000145191,2.5,89.6
95,0,0.000164902,2.2,89.6
90,0,0.000152607,1.9,89.6
91,0,0.000154305,1.9,89.6
93,26,0.000134365,2.4,89.6
113,67,0.000142012,5.8,89.6
104,0,0.000124346,3,89.6
95,0,0.000102447,2.3,88.7
94,0,0.000111933,2.1,88.7
96,0,0.000115074,2.3,88.7
96,0,0.000114439,2.2,88.7
93,0,0.000109482,2.1,88.7
95,0,0.00011009,2.2,88.7
97,0,0.000108277,2.3,88.7
98,0,0.000109482,2.4,88.7
98,0,0.000113808,2.4,88.7
97,0,0.000111933,2.3,88.7
103,0,0.000106494,2.8,88.7
98,0,0.00010474,2.4,88.7
103,0,8.97E-05,3,88.7
118,0,0.000104162,6.7,88.7
126,0,0.000107679,8.8,88.7
125,0,0.000103587,9.5,88.7
122,0,9.53E-05,8.2,88.7
117,0,9.32E-05,5.3,88.7
125,0,8.82E-05,7.6,88.7
113,47,9.32E-05,4.8,88.7
120,33,0.000104162,7.8,88.7
108,0,9.97E-05,3.1,88.7
101,0,0.00010076,2.6,87.8
95,0,9.75E-05,2.3,87.8
95,0,8.73E-05,2.2,86.9
94,0,8.21E-05,2.2,86.9
94,0,7.99E-05,2.1,86.9
95,0,7.94E-05,2.2,86.9
94,0,7.81E-05,2.2,86.9
95,0,7.51E-05,2.2,86.9
93,0,7.73E-05,2.1,87.8
92,0,7.90E-05,2.1,87.8
96,0,8.44E-05,2.3,87.8
99,0,8.63E-05,2.5,87.8
95,0,8.39E-05,2.3,87.8
97,0,7.39E-05,2.3,87.8
89,0,7.56E-05,1.9,87.8
95,0,9.69E-05,2.2,87.8
93,0,8.03E-05,2.1,88.7
91,6,7.68E-05,2.2,88.7
99,42,7.35E-05,2.8,88.7
103,44,7.56E-05,2.9,88.7
105,34,7.47E-05,3.1,88.7
102,0,6.84E-05,2.7,87.8
107,0,7.03E-05,3.1,87.8
104,19,6.95E-05,3,87.8
107,0,7.47E-05,3.2,87.8
103,0,6.92E-05,3,87.8
108,0,6.84E-05,3,87.8
110,0,7.43E-05,3.2,87.8
103,0,7.11E-05,2.8,87.8
107,0,6.88E-05,3.2,87.8
100,0,6.69E-05,2.7,87.8
110,0,6.84E-05,3.3,88.7
111,0,7.31E-05,3.5,88.7
110,0,7.11E-05,3.3,88.7
107,0,7.19E-05,3.2,88.7
101,0,6.88E-05,2.6,89.6
104,0,7.60E-05,2.7,89.6
95,0,8.03E-05,2.4,89.6
105,0,6.51E-05,2.9,89.6
99,0,7.23E-05,2.5,89.6
106,0,9.38E-05,3,89.6
106,0,7.68E-05,3.2,89.6
100,0,6.58E-05,2.4,89.6
89,59,8.12E-05,2.2,89.6
83,38,7.85E-05,1.8,89.6
105,20,7.11E-05,2.9,89.6
98,86,6.76E-05,2.9,89.6
93,0,6.06E-05,2.2,88.7
106,0,7.51E-05,2.9,88.7
100,0,6.29E-05,2.5,88.7
97,0,6.19E-05,2.3,88.7
97,0,6.09E-05,2.3,87.8
102,0,6.29E-05,2.7,87.8
98,0,6.26E-05,2.4,87.8
98,0,6.16E-05,2.4,87.8
103,0,6.33E-05,2.7,87.8
97,0,6.09E-05,2.4,87.8
96,0,5.79E-05,2.2,86.9
93,0,6.02E-05,2.1,86.9
83,0,5.89E-05,1.7,86.9
81,16,5.89E-05,1.7,86.9
86,0,5.86E-05,1.8,86.9
97,0,5.76E-05,2.5,86.9
99,0,5.92E-05,2.5,86.9
102,0,5.60E-05,2.7,86
98,0,5.70E-05,2.5,86
99,0,5.70E-05,2.6,86
96,0,5.76E-05,2.3,86
93,0,5.96E-05,2.2,86
87,0,5.86E-05,1.9,86
86,0,5.48E-05,1.9,86
94,0,5.51E-05,2.3,86
99,0,5.67E-05,2.4,86.9
100,0,5.73E-05,2.8,86.9
95,0,5.63E-05,2.3,86.9
95,0,5.63E-05,2.3,86.9
97,0,5.63E-05,2.5,86.9
96,0,5.63E-05,2.5,86.9
85,0,5.73E-05,1.9,86.9
92,7,5.54E-05,2.3,86.9
99,7,5.57E-05,2.7,86.9
89,0,5.63E-05,2.1,86.9
104,0,5.51E-05,3,86.9
104,0,5.54E-05,2.6,86.9
93,72,5.48E-05,2.2,86
97,71,5.57E-05,2.8,86
106,29,5.51E-05,3.2,86.9
108,7,5.63E-05,3.3,86.9
94,0,5.60E-05,2.3,86.9
92,0,5.67E-05,2,86.9
95,0,5.76E-05,2.2,86.9
89,0,5.67E-05,1.9,86.9
94,0,5.86E-05,2.2,86.9
98,0,5.67E-05,2.5,86.9
88,0,5.73E-05,1.8,86.9
94,0,5.79E-05,2.2,86.9
99,0,5.63E-05,2.5,86.9
94,0,5.79E-05,2.1,86.9
95,0,5.89E-05,2.3,87.8
91,0,5.89E-05,1.9,87.8
93,0,5.96E-05,2.1,87.8
93,0,5.83E-05,2.2,87.8
95,0,5.92E-05,2.2,87.8
96,0,5.92E-05,2.3,87.8
96,0,5.99E-05,2.2,87.8
96,0,6.23E-05,2.3,88.7
99,0,6.44E-05,2.5,88.7
89,0,6.29E-05,1.9,88.7
97,0,6.26E-05,2.5,88.7
99,0,6.16E-05,2.5,88.7
99,0,6.12E-05,2.5,88.7
98,0,6.02E-05,2.4,88.7
96,0,6.36E-05,2.3,88.7
98,0,6.23E-05,2.4,88.7
99,0,6.33E-05,2.5,88.7
91,0,6.29E-05,2.1,88.7
89,0,5.96E-05,1.9,88.7
92,0,7.81E-05,2,88.7
93,0,5.96E-05,2.1,88.7
90,0,5.99E-05,2,88.7
90,0,6.33E-05,1.9,88.7
83,0,5.83E-05,1.5,88.7
90,0,5.79E-05,2,88.7
100,0,5.96E-05,2.5,88.7
92,0,6.06E-05,2.1,89.6
96,0,6.26E-05,2.3,89.6
91,0,6.23E-05,2,89.6
95,0,6.29E-05,2.3,89.6
94,0,6.62E-05,2.2,89.6
91,0,6.12E-05,2,89.6
92,0,8.49E-05,2,89.6
90,0,9.07E-05,2,89.6
89,0,6.23E-05,1.9,89.6
92,0,6.69E-05,2,89.6
82,0,6.95E-05,1.6,89.6
97,0,7.56E-05,2.3,89.6
96,0,7.03E-05,2.4,89.6
96,0,6.92E-05,2.2,89.6
91,0,6.62E-05,2,89.6
96,29,6.47E-05,2.4,89.6
95,0,5.83E-05,2.4,89.6
90,0,6.26E-05,2,89.6
93,40,6.33E-05,2.5,89.6
91,0,6.06E-05,2,89.6
94,0,6.16E-05,2.2,89.6
88,0,6.02E-05,1.8,88.7
97,0,6.16E-05,2.4,88.7
98,0,6.09E-05,2.5,88.7
91,0,5.89E-05,2,88.7
91,0,5.83E-05,2.1,88.7
95,0,5.86E-05,2.3,88.7
90,0,5.63E-05,2,88.7
90,0,5.83E-05,2,88.7
94,0,5.67E-05,2.2,88.7
91,0,5.99E-05,2,88.7
88,0,5.76E-05,1.9,88.7
88,0,5.73E-05,1.8,88.7
91,0,5.83E-05,2,88.7
94,0,5.89E-05,2.3,88.7
94,0,6.02E-05,2.2,88.7
96,0,6.23E-05,2.3,88.7
92,0,6.16E-05,2,88.7
96,0,6.19E-05,2.3,89.6
92,0,6.26E-05,2.1,89.6
86,0,6.06E-05,1.8,89.6
86,0,6.09E-05,1.7,89.6
88,0,5.99E-05,1.8,89.6
90,0,5.86E-05,1.9,89.6
91,0,6.02E-05,2,89.6
89,0,5.92E-05,1.9,89.6
82,0,5.83E-05,1.5,89.6
91,0,6.02E-05,2,89.6
94,0,6.16E-05,2.2,89.6
88,0,5.96E-05,1.8,89.6
91,0,6.12E-05,2.1,89.6
92,0,6.26E-05,2.1,89.6
88,0,5.96E-05,1.8,89.6
88,0,6.29E-05,1.9,89.6
93,0,6.80E-05,2.2,89.6
93,0,6.02E-05,2.1,89.6
96,0,6.09E-05,2.3,89.6
92,0,6.69E-05,2.1,89.6
95,0,6.06E-05,2.3,89.6
90,0,6.16E-05,2,89.6
88,0,6.69E-05,1.8,89.6
100,0,6.62E-05,2.5,89.6
94,0,6.62E-05,2.2,89.6
95,0,6.84E-05,2.3,89.6
96,0,6.80E-05,2.3,89.6
95,0,6.73E-05,2.3,89.6
92,0,6.33E-05,2,89.6
92,0,6.54E-05,2,89.6
97,0,6.65E-05,2.4,89.6
92,0,6.76E-05,2,89.6
93,0,6.69E-05,2.1,90.5
94,0,6.36E-05,2.2,90.5
93,0,7.19E-05,2.1,90.5
95,0,7.27E-05,2.3,90.5
88,0,6.54E-05,1.8,90.5
97,0,6.95E-05,2.4,90.5
95,0,7.11E-05,2.2,90.5
92,0,7.56E-05,2.1,90.5
90,0,6.76E-05,1.9,89.6
95,0,6.84E-05,2.3,89.6
92,0,7.11E-05,2.1,89.6
90,0,7.43E-05,2,89.6
90,0,6.33E-05,1.9,89.6
84,0,5.86E-05,1.6,89.6
88,0,6.02E-05,1.8,89.6
86,0,6.19E-05,1.7,89.6
91,0,5.86E-05,2.1,89.6
86,0,6.26E-05,1.8,89.6
92,0,6.09E-05,2,89.6
86,0,6.73E-05,1.7,89.6
90,0,6.80E-05,2,89.6
96,0,6.84E-05,2.3,89.6
94,0,6.29E-05,2.1,89.6
86,0,6.06E-05,1.7,89.6
89,0,6.23E-05,1.8,89.6
92,0,6.73E-05,2.1,89.6
97,0,6.40E-05,2.4,89.6
91,0,6.73E-05,2,89.6
86,0,5.89E-05,1.8,89.6
88,0,6.76E-05,1.8,89.6
94,0,6.54E-05,2.1,89.6
