hr,steps,gsr,calories,temp
95,0,9.75E-05,2,87.8
92,0,9.22E-05,1.8,87.8
94,0,8.49E-05,1.8,87.8
82,0,8.63E-05,1.5,87.8
69,0,8.16E-05,1.5,87.8
68,0,8.58E-05,1.5,87.8
67,0,8.68E-05,1.4,87.8
90,0,8.49E-05,1.8,87.8
68,0,8.49E-05,1.4,87.8
73,0,8.44E-05,1.5,87.8
63,0,8.77E-05,1.5,87.8
65,0,8.39E-05,1.4,87.8
101,0,0.00010474,2.3,87.8
110,0,0.00010076,2.8,87.8
112,0,9.86E-05,2.9,87.8
105,0,9.02E-05,2.6,87.8
106,0,8.35E-05,2.6,87.8
105,0,8.82E-05,2.6,88.7
116,0,6.44E-05,3.1,88.7
113,26,7.94E-05,3.6,88.7
112,68,6.51E-05,3.4,88.7
99,0,8.12E-05,2.3,88.7
88,0,8.39E-05,1.7,87.8
93,0,7.99E-05,1.8,87.8
82,0,6.40E-05,1.5,87.8
89,0,6.19E-05,1.7,87.8
87,0,7.07E-05,1.6,87.8
97,0,6.92E-05,2.2,87.8
95,0,7.94E-05,2,88.7
91,0,7.68E-05,1.7,88.7
94,0,6.84E-05,2,88.7
98,0,7.43E-05,2.1,88.7
90,0,7.43E-05,1.8,88.7
85,0,7.68E-05,1.6,88.7
95,0,6.65E-05,2,88.7
92,0,6.51E-05,1.8,88.7
98,0,7.60E-05,2.3,88.7
93,0,6.40E-05,1.8,88.7
95,0,6.19E-05,2,88.7
94,0,6.12E-05,1.9,88.7
94,0,6.16E-05,2,88.7
95,0,6.06E-05,1.9,88.7
99,0,6.51E-05,2.2,88.7
98,0,7.85E-05,2.2,88.7
95,0,6.12E-05,2,88.7
93,0,5.70E-05,1.9,88.7
95,0,6.26E-05,2,88.7
99,0,6.02E-05,2.3,88.7
88,0,5.83E-05,1.5,88.7
93,0,5.89E-05,1.9,88.7
90,0,5.83E-05,1.7,88.7
93,0,5.83E-05,1.8,88.7
93,0,5.92E-05,1.9,88.7
92,0,6.29E-05,1.9,88.7
94,0,5.73E-05,1.9,88.7
96,0,5.89E-05,2.1,88.7
95,0,6.02E-05,2,88.7
94,0,6.09E-05,1.9,88.7
95,0,6.12E-05,2,88.7
94,0,5.99E-05,1.9,88.7
92,0,5.96E-05,1.8,89.6
88,0,6.29E-05,1.7,89.6
84,0,5.67E-05,1.5,89.6
88,0,5.70E-05,1.7,88.7
94,0,5.99E-05,1.9,88.7
92,0,5.83E-05,1.8,88.7
93,0,5.79E-05,1.8,88.7
96,0,5.83E-05,2,88.7
92,0,5.76E-05,1.8,88.7
92,0,6.09E-05,1.8,88.7
92,0,6.02E-05,1.9,89.6
91,0,5.79E-05,1.8,89.6
90,0,5.79E-05,1.7,89.6
94,0,5.89E-05,2,89.6
93,0,6.02E-05,1.8,89.6
88,0,5.73E-05,1.7,89.6
82,0,5.70E-05,1.5,89.6
88,0,5.83E-05,1.6,89.6
86,0,5.99E-05,1.5,88.7
89,0,5.70E-05,1.7,88.7
83,0,5.76E-05,1.5,89.6
95,0,5.70E-05,2.1,89.6
90,0,5.67E-05,1.7,89.6
90,0,5.83E-05,1.7,89.6
88,0,5.89E-05,1.7,89.6
85,0,5.70E-05,1.4,89.6
91,0,5.70E-05,1.8,89.6
89,0,5.83E-05,1.9,89.6
102,0,5.63E-05,2.3,89.6
86,0,5.67E-05,1.5,89.6
95,0,5.63E-05,2,88.7
92,0,5.70E-05,1.8,88.7
93,0,5.79E-05,1.8,89.6
88,0,6.16E-05,1.6,89.6
86,0,6.12E-05,1.6,89.6
94,0,5.73E-05,1.9,89.6
92,0,5.76E-05,1.7,89.6
94,0,5.70E-05,1.9,89.6
86,0,5.96E-05,1.6,89.6
91,0,5.86E-05,1.8,89.6
94,0,5.86E-05,1.9,89.6
81,0,5.67E-05,1.5,89.6
87,0,5.73E-05,1.6,88.7
89,0,5.67E-05,1.6,88.7
85,0,5.60E-05,1.5,88.7
88,0,5.83E-05,1.6,88.7
78,21,5.73E-05,1.5,88.7
97,5,5.83E-05,2.3,88.7
108,19,5.70E-05,3,88.7
104,15,5.63E-05,2.6,88.7
90,0,5.70E-05,1.8,88.7
96,0,5.79E-05,2.1,87.8
90,0,5.60E-05,1.8,87.8
97,0,5.63E-05,2,87.8
91,0,5.73E-05,1.7,87.8
89,0,5.76E-05,1.7,87.8
86,15,5.63E-05,1.7,87.8
86,0,5.60E-05,1.6,87.8
84,0,5.73E-05,1.5,87.8
85,0,5.76E-05,1.6,88.7
91,0,5.73E-05,1.8,88.7
85,0,5.99E-05,1.5,88.7
91,0,5.70E-05,1.9,88.7
100,0,5.92E-05,1.8,88.7
85,0,5.63E-05,1.6,88.7
71,0,5.63E-05,1.5,88.7
77,0,5.79E-05,1.4,87.8
83,14,5.76E-05,1.6,87.8
99,47,5.73E-05,2.5,87.8
107,58,5.86E-05,2.8,87.8
99,26,5.57E-05,2.4,87.8
92,0,5.54E-05,1.9,87.8
84,0,5.57E-05,1.5,86.9
90,0,5.57E-05,1.7,86.9
98,0,5.54E-05,2.2,86.9
98,0,5.54E-05,1.9,86.9
93,0,5.51E-05,1.9,86.9
90,0,5.54E-05,1.7,86.9
106,0,5.51E-05,2.7,86.9
104,0,5.57E-05,2.6,86.9
101,0,5.57E-05,2.3,87.8
95,0,5.51E-05,1.8,87.8
78,0,5.54E-05,1.5,87.8
92,0,5.63E-05,1.9,87.8
98,0,5.51E-05,2.3,87.8
103,0,5.54E-05,2.4,87.8
103,0,5.63E-05,2.6,87.8
94,0,5.63E-05,2.1,88.7
116,0,6.02E-05,3.8,88.7
103,0,5.60E-05,2.5,88.7
97,0,5.60E-05,2.1,88.7
91,0,7.90E-05,1.8,88.7
87,16,0.000117651,1.7,88.7
95,65,9.80E-05,2.3,88.7
101,37,6.51E-05,2.6,87.8
102,24,5.63E-05,2.6,87.8
88,0,5.60E-05,1.6,87.8
82,0,5.67E-05,1.6,87.8
90,0,5.63E-05,1.8,87.8
87,0,5.67E-05,1.6,87.8
93,19,5.57E-05,2,87.8
104,15,5.76E-05,2.4,87.8
90,0,5.83E-05,1.7,87.8
87,0,6.12E-05,1.6,87.8
97,0,5.70E-05,2.2,87.8
89,0,5.89E-05,1.6,87.8
88,0,6.73E-05,1.7,88.7
93,0,5.92E-05,1.9,88.7
98,0,5.57E-05,2.2,86.9
94,0,5.57E-05,2,86.9
93,0,5.60E-05,2,86.9
92,0,5.60E-05,2,86.9
102,25,6.06E-05,2.9,86.9
108,22,5.70E-05,3,86.9
106,0,5.57E-05,2.9,86.9
96,0,5.54E-05,2.1,86
98,0,5.57E-05,2.3,86.9
88,0,5.48E-05,1.8,86.9
102,0,5.51E-05,2.6,86
116,0,5.54E-05,5.2,86
89,0,5.67E-05,1.7,86.9
92,0,5.76E-05,1.9,86.9
89,0,5.92E-05,1.8,86.9
88,0,5.86E-05,1.7,87.8
89,0,5.76E-05,1.7,87.8
92,0,5.73E-05,1.9,87.8
93,0,6.19E-05,2,87.8
90,9,5.89E-05,1.8,88.7
94,41,5.73E-05,2.2,87.8
101,39,5.79E-05,2.7,88.7
103,0,5.70E-05,2.6,88.7
104,41,5.70E-05,2.7,87.8
102,0,5.60E-05,2.5,87.8
96,0,5.60E-05,2.1,87.8
97,0,5.54E-05,2.1,87.8
96,0,5.54E-05,2.2,87.8
100,0,5.60E-05,2.3,87.8
98,0,5.60E-05,2.3,87.8
94,0,5.60E-05,2.1,87.8
95,0,5.67E-05,2.1,88.7
103,22,5.73E-05,2.8,88.7
96,34,5.60E-05,2.5,88.7
99,12,5.70E-05,2.3,88.7
101,0,5.60E-05,2,87.8
100,0,5.60E-05,2.5,87.8
89,0,5.67E-05,1.8,87.8
90,0,5.60E-05,1.8,86.9
98,0,5.54E-05,2.2,86.9
97,0,5.54E-05,2.3,86.9
98,0,5.54E-05,2.3,86.9
104,0,5.60E-05,2.7,87.8
86,0,5.60E-05,1.7,86.9
92,0,5.57E-05,2,86.9
88,0,5.73E-05,1.8,87.8
83,0,5.63E-05,1.6,86.9
86,0,5.57E-05,1.7,87.8
97,0,5.60E-05,2.3,87.8
122,0,5.57E-05,3.3,87.8
109,12,5.60E-05,2.9,87.8
87,0,5.60E-05,1.7,87.8
82,0,5.63E-05,1.7,87.8
97,0,5.70E-05,2.2,86.9
102,26,5.73E-05,2.6,86.9
109,0,5.67E-05,2.7,86.9
117,0,5.51E-05,5.1,86.9
117,10,5.54E-05,4.7,86.9
106,40,5.54E-05,3.1,86
106,27,5.60E-05,2.6,86
104,21,5.39E-05,2.8,85.1
113,57,5.42E-05,3.3,84.2
108,13,5.57E-05,3.2,84.2
106,28,5.45E-05,2.8,84.2
102,22,5.48E-05,2.8,84.2
103,20,5.51E-05,2.4,84.2
96,0,5.48E-05,2.1,84.2
93,33,5.73E-05,2.4,84.2
86,0,5.48E-05,1.6,84.2
89,30,5.54E-05,1.9,84.2
103,12,5.57E-05,2.7,85.1
102,0,5.79E-05,2.4,85.1
91,0,5.45E-05,1.9,85.1
88,0,5.83E-05,1.6,85.1
91,0,5.45E-05,1.9,85.1
87,0,5.48E-05,1.7,85.1
87,0,5.54E-05,1.6,86
87,0,5.42E-05,1.6,86
89,0,5.57E-05,1.7,86
87,0,5.67E-05,1.6,86
87,0,5.70E-05,1.7,86.9
93,0,5.73E-05,2,86.9
84,0,5.76E-05,1.8,86.9
74,0,5.83E-05,1.5,86.9
89,0,5.57E-05,1.8,87.8
92,0,5.76E-05,2,87.8
91,0,5.63E-05,1.8,87.8
90,0,5.57E-05,1.7,87.8
93,0,5.57E-05,2,87.8
93,0,5.57E-05,2,87.8
94,0,5.76E-05,2,87.8
95,0,5.89E-05,2.1,87.8
94,0,5.89E-05,2,87.8
94,0,5.99E-05,2,87.8
92,0,5.76E-05,2,87.8
96,0,5.57E-05,2.1,86.9
97,0,5.57E-05,2.2,86.9
95,0,5.51E-05,2.2,86.9
96,0,5.57E-05,2.2,86.9
93,0,5.54E-05,2,86.9
91,0,5.54E-05,1.9,86.9
96,24,5.57E-05,2.3,86.9
90,9,5.60E-05,1.9,86.9
99,22,5.57E-05,2.4,86.9
96,0,5.60E-05,2.2,86.9
95,0,5.60E-05,2.1,86.9
97,0,5.76E-05,2.3,86.9
94,0,5.70E-05,2,86.9
102,20,5.86E-05,2.7,86.9
92,0,5.76E-05,1.9,87.8
80,0,5.79E-05,1.5,87.8
83,0,5.79E-05,1.5,87.8
84,0,5.86E-05,1.4,87.8
84,0,5.83E-05,1.5,87.8
87,28,5.83E-05,1.9,87.8
93,0,5.86E-05,1.9,87.8
93,0,5.73E-05,2.1,86.9
94,0,5.73E-05,1.9,86.9
94,0,5.73E-05,2,87.8
93,0,5.76E-05,2,87.8
95,0,5.86E-05,2.1,87.8
92,0,5.86E-05,1.9,87.8
86,0,5.92E-05,1.6,87.8
72,0,5.96E-05,1.5,87.8
83,0,5.96E-05,1.6,87.8
92,0,5.86E-05,1.9,88.7
96,0,5.96E-05,2.2,88.7
95,0,6.09E-05,2.3,88.7
89,0,5.99E-05,1.7,88.7
89,0,5.99E-05,1.8,88.7
86,0,6.06E-05,1.6,88.7
87,0,5.96E-05,1.7,87.8
90,0,6.02E-05,1.7,87.8
90,0,5.92E-05,1.8,87.8
87,0,6.02E-05,1.7,87.8
94,0,5.99E-05,2.1,87.8
96,0,5.89E-05,2.4,87.8
93,0,6.02E-05,2,87.8
91,0,5.92E-05,1.8,87.8
91,0,5.99E-05,1.8,87.8
93,0,5.96E-05,2,87.8
89,0,5.89E-05,1.7,87.8
90,0,5.86E-05,1.8,87.8
94,0,5.83E-05,2,87.8
90,0,5.92E-05,1.7,87.8
89,0,5.89E-05,1.8,88.7
93,0,5.89E-05,1.9,87.8
89,0,5.86E-05,1.7,87.8
93,0,5.96E-05,2,87.8
93,0,5.86E-05,1.9,87.8
92,0,5.89E-05,1.9,87.8
94,0,5.96E-05,2,87.8
94,0,6.02E-05,2.1,88.7
90,0,5.96E-05,1.7,88.7
91,0,5.92E-05,1.9,87.8
92,0,5.86E-05,1.9,87.8
94,0,5.86E-05,2.1,87.8
92,0,5.89E-05,1.9,87.8
93,0,5.73E-05,1.9,87.8
93,0,5.79E-05,2,87.8
95,0,5.99E-05,2.1,87.8
93,0,5.92E-05,1.9,88.7
92,0,5.92E-05,1.9,88.7
92,0,5.96E-05,1.9,88.7
97,0,6.12E-05,2.1,88.7
101,11,6.06E-05,2.7,88.7
115,9,5.83E-05,3.8,88.7
121,16,5.67E-05,6.2,88.7
95,0,5.96E-05,2.1,88.7
89,0,5.83E-05,1.8,88.7
91,0,5.99E-05,1.8,88.7
91,0,6.02E-05,1.8,88.7
92,0,5.96E-05,1.9,88.7
87,0,6.06E-05,1.6,88.7
92,0,6.09E-05,1.9,88.7
90,0,6.09E-05,1.8,88.7
93,0,6.02E-05,2,88.7
89,0,5.99E-05,1.7,88.7
89,0,6.02E-05,1.7,88.7
87,0,6.06E-05,1.7,88.7
91,0,6.06E-05,1.8,88.7
92,0,5.99E-05,1.9,88.7
88,0,0.000196856,2,88.7
93,0,0.000200152,2.3,88.7
97,21,0.000189375,2.7,88.7
84,0,0.000167663,1.9,88.7
94,0,0.000172368,2.4,88.7
96,0,0.000167663,2.4,88.7
105,0,0.000151764,3.1,88.7
102,0,0.000163992,3,88.7
102,0,0.000156889,2.9,88.7
94,0,0.000153454,2.3,88.7
98,0,0.00015776,2.7,88.7
93,0,0.000140448,2.3,88.7
98,0,0.000140448,2.7,88.7
91,0,0.000143592,2.1,88.7
91,0,0.000148441,2.2,89.6
93,0,0.000151764,2.3,89.6
95,0,0.000150927,2.5,89.6
93,0,0.000135861,2.4,89.6
95,0,0.000145997,2.4,89.6
89,0,0.000137373,2,89.6
96,0,0.000147622,2.5,89.6
96,0,0.000136615,2.4,89.6
97,0,0.000138135,2.6,89.6
93,0,0.000135861,2.3,89.6
90,0,0.000135861,2.2,89.6
94,0,0.000145191,2.5,89.6
95,18,0.000105322,2.6,89.6
107,13,0.000107679,3.3,89.6
103,17,0.000126428,3.2,89.6
95,0,0.00012573,2.5,89.6
90,14,0.000111933,2.2,88.7
104,14,0.000122298,3.3,88.7
84,0,0.00012713,2,88.7
70,0,0.000127835,1.5,88.7
84,0,0.000117651,1.9,88.7
94,0,0.000113808,2.5,88.7
91,0,0.000114439,2.2,88.7
86,0,0.000113179,2,88.7
96,0,0.000117651,2.5,88.7
99,0,0.000118304,2.8,88.7
94,0,0.000115074,2.5,88.7
89,0,0.000109482,2,88.7
90,0,0.000106494,2.1,88.7
94,0,0.000120284,2.5,88.7
85,20,0.000122977,2.2,88.7
102,101,0.000132152,3.7,88.7
115,118,9.27E-05,7.3,88.7
135,123,8.49E-05,11.6,88.7
124,125,8.39E-05,9.8,88.7
119,5,8.12E-05,7.4,88.7
100,0,8.77E-05,2.7,88.7
100,9,8.77E-05,2.8,87.8
103,0,8.63E-05,2.8,87.8
92,0,8.53E-05,2.3,86.9
94,0,8.63E-05,2.4,86.9
96,0,8.73E-05,2.5,86.9
104,0,8.53E-05,3,86.9
89,0,8.30E-05,1.9,86
92,41,8.26E-05,2.3,86.9
107,118,0.000108878,4,86.9
112,85,0.00011896,5.4,86.9
107,11,9.86E-05,2.9,86.9
99,0,9.86E-05,2.3,86.9
98,0,9.64E-05,2.7,86.9
96,0,8.63E-05,2.5,86
93,0,0.000148441,2.4,86
86,0,0.00011962,2,86
76,0,0.000134365,1.5,86.9
80,0,9.97E-05,1.6,86
96,0,7.94E-05,2.4,86
85,0,6.58E-05,1.8,86
80,0,9.91E-05,1.5,86
89,0,7.77E-05,2.1,86
81,0,9.17E-05,1.5,86
80,0,9.27E-05,1.7,86.9
71,0,0.000104162,1.5,86.9
90,0,9.12E-05,2.1,86.9
89,0,0.00011009,2.2,86.9
80,0,8.92E-05,1.7,86.9
95,0,0.000121623,2.5,86.9
101,0,0.000174287,2.8,86.9
95,0,0.000127835,2.5,87.8
101,0,0.000124346,3,87.8
110,0,0.000117651,4.9,87.8
104,0,9.91E-05,2.9,86.9
99,0,0.000111316,2.7,87.8
99,0,0.000112555,2.7,87.8
96,0,0.000193614,2.3,87.8
92,0,0.000174287,2.2,87.8
87,0,0.00020238,2,87.8
95,0,0.000130697,2.4,86.9
94,0,0.000201263,2.6,86.9
100,0,8.77E-05,2.7,86.9
97,0,0.000107085,2.6,86.9
89,0,0.000151764,2,86.9
95,0,0.000136615,2.4,86
92,0,0.000152607,2.2,86
87,0,0.000142012,1.9,86
87,0,0.00011896,1.9,86
91,0,0.000127835,2.1,86
87,0,0.000106494,1.9,86
76,0,0.000106494,1.5,86
89,0,9.38E-05,2.1,86
90,0,0.000124346,2,86
77,0,9.75E-05,1.6,86
90,0,0.00010076,2,86
91,0,0.000129976,2.3,86
95,0,0.000115074,2.3,86
91,0,0.000105322,2.2,86
89,0,9.22E-05,2.1,86
90,11,0.000105322,2.3,86
94,119,0.000107679,2.7,86
98,70,0.000106494,2.9,86
99,11,9.48E-05,2.7,86
95,13,8.87E-05,2.5,85.1
101,0,7.27E-05,2.7,85.1
99,0,6.84E-05,2.7,85.1
101,0,7.15E-05,2.8,84.2
103,0,7.31E-05,2.8,85.1
102,13,7.43E-05,2.9,85.1
111,109,7.47E-05,5.3,85.1
124,114,7.60E-05,9.6,85.1
108,114,7.73E-05,3.8,85.1
110,32,7.39E-05,4.3,85.1
109,39,7.35E-05,3.5,85.1
102,0,9.69E-05,3.1,85.1
95,0,0.000101319,2.5,85.1
92,46,0.000112555,2.5,85.1
95,52,0.000177205,3.1,86
111,47,0.000275919,4.9,86
120,0,0.000229856,5.5,86
107,7,0.000224823,5.1,86
100,0,0.000177205,2.5,86
105,0,0.000221121,2.8,86
107,62,0.000212717,4.1,86
107,4,0.000235002,4.1,86
102,0,0.000208059,2.8,86
102,0,0.000191483,3,86
105,0,0.000168594,3.1,86
103,0,0.00012573,3,86
105,0,0.000144389,3.1,86
103,20,0.000134365,3.2,86
98,0,0.00011009,2.7,86
101,0,0.000131423,2.7,86.9
74,0,0.000132152,1.6,86.9
72,0,0.000134365,1.5,86.9
93,0,0.000136615,2.4,86.9
104,0,0.000108277,3,86.9
94,0,0.000121623,2.5,86.9
98,0,0.000125036,2.7,86.9
82,23,0.000108277,1.8,86.9
85,11,0.000121623,1.9,86.9
106,0,0.000107679,4.3,86.9
98,43,9.91E-05,3.2,86.9
102,0,0.000101319,3.1,87.8
93,0,9.12E-05,2.3,86.9
95,0,8.44E-05,2.4,86.9
97,0,8.53E-05,2.5,86.9
96,0,8.92E-05,2.4,86.9
97,0,8.92E-05,2.5,86.9
95,0,9.02E-05,2.4,86.9
91,0,9.48E-05,2.2,86.9
89,0,9.59E-05,2,87.8
87,0,9.53E-05,2.1,87.8
97,0,0.000101881,2.5,87.8
94,0,0.000109482,2.3,88.7
97,0,7.90E-05,2.5,88.7
98,0,0.000108878,2.6,88.7
94,0,9.91E-05,2.3,88.7
101,0,0.00010076,2.9,88.7
96,0,7.90E-05,2.5,88.7
98,0,9.48E-05,2.5,88.7
91,0,9.69E-05,2.2,88.7
95,0,0.000101319,2.4,88.7
98,0,9.64E-05,2.8,88.7
102,0,0.000103587,2.9,88.7
102,0,0.000102447,2.8,89.6
104,0,0.00010076,3.1,89.6
100,0,8.68E-05,2.8,89.6
104,0,8.68E-05,3,88.7
103,0,9.12E-05,2.9,88.7
106,0,9.38E-05,3.2,89.6
96,0,7.47E-05,2.5,89.6
98,0,7.94E-05,2.6,89.6
96,0,8.87E-05,2.4,89.6
100,0,8.44E-05,2.8,89.6
105,0,7.31E-05,3,89.6
101,0,8.35E-05,2.8,89.6
97,0,7.64E-05,2.5,89.6
95,0,8.07E-05,2.5,89.6
100,0,7.51E-05,2.8,89.6
99,0,8.03E-05,2.7,89.6
96,0,6.92E-05,2.5,89.6
102,0,6.06E-05,2.9,89.6
80,0,6.84E-05,1.8,89.6
94,0,6.76E-05,2.3,89.6
99,0,6.76E-05,2.7,89.6
96,0,7.07E-05,2.5,89.6
100,0,7.73E-05,2.7,89.6
99,0,8.73E-05,2.8,89.6
104,0,8.44E-05,3,89.6
106,0,8.21E-05,3.1,89.6
104,0,8.21E-05,2.9,89.6
106,0,8.21E-05,3.2,89.6
106,0,8.49E-05,3.2,89.6
103,0,8.73E-05,2.9,90.5
101,0,8.16E-05,2.8,90.5
96,0,7.73E-05,2.4,90.5
97,0,7.60E-05,2.5,90.5
102,0,7.73E-05,3,90.5
102,0,7.39E-05,2.8,90.5
107,0,7.81E-05,3.4,90.5
105,0,8.16E-05,2.9,89.6
105,23,8.07E-05,3.4,89.6
107,51,8.44E-05,3.1,89.6
94,43,7.94E-05,2.5,89.6
95,0,8.21E-05,2.5,89.6
104,0,6.92E-05,3,88.7
103,0,6.92E-05,2.9,88.7
102,0,6.99E-05,2.9,88.7
103,0,6.29E-05,3,88.7
101,0,5.89E-05,2.9,87.8
98,0,6.02E-05,2.6,88.7
107,0,6.09E-05,4.5,88.7
98,0,5.99E-05,2.6,88.7
104,0,6.12E-05,3.1,88.7
99,0,6.44E-05,2.7,88.7
98,0,6.62E-05,2.7,88.7
101,0,6.26E-05,3,88.7
97,0,5.70E-05,2.5,88.7
100,0,6.06E-05,2.8,88.7
103,0,6.36E-05,2.9,88.7
101,0,6.40E-05,2.8,88.7
102,0,6.54E-05,2.9,88.7
100,0,6.76E-05,2.8,88.7
98,0,6.88E-05,2.6,88.7
103,0,6.44E-05,2.9,89.6
101,0,6.88E-05,2.8,89.6
96,0,6.73E-05,2.5,89.6
99,0,6.33E-05,2.6,89.6
99,0,6.36E-05,2.8,88.7
100,0,6.47E-05,2.8,89.6
97,0,5.99E-05,2.6,88.7
98,0,5.99E-05,2.7,88.7
93,0,6.09E-05,2.3,88.7
98,0,5.99E-05,2.6,88.7
99,0,6.16E-05,2.8,88.7
99,0,6.09E-05,2.8,88.7
96,0,6.40E-05,2.5,88.7
96,0,6.40E-05,2.5,88.7
101,0,6.69E-05,2.8,88.7
97,0,6.58E-05,2.6,88.7
99,0,6.84E-05,2.7,89.6
97,0,6.88E-05,2.7,89.6
98,0,6.62E-05,2.5,89.6
102,0,7.07E-05,2.9,89.6
99,0,6.65E-05,2.9,89.6
101,0,6.88E-05,2.8,89.6
97,0,7.03E-05,2.6,89.6
97,0,7.07E-05,2.7,89.6
102,0,7.15E-05,2.9,89.6
99,0,6.76E-05,2.7,89.6
102,0,6.92E-05,2.9,89.6
95,0,6.80E-05,2.5,89.6
87,0,7.07E-05,1.9,89.6
100,0,7.03E-05,2.9,89.6
100,0,6.99E-05,2.7,89.6
97,0,7.07E-05,2.6,89.6
99,0,7.19E-05,2.7,89.6
88,0,7.11E-05,2.1,89.6
99,0,6.95E-05,2.7,89.6
101,0,7.35E-05,2.8,89.6
95,0,7.19E-05,2.4,89.6
94,0,7.39E-05,2.4,89.6
100,36,6.62E-05,2.9,89.6
109,80,7.03E-05,5,89.6
106,0,6.47E-05,3.4,89.6
100,56,6.26E-05,2.6,88.7
101,107,6.84E-05,3,88.7
94,84,6.65E-05,2.7,88.7
100,67,7.11E-05,3.2,88.7
102,71,9.07E-05,3.3,87.8
104,0,8.16E-05,3.5,87.8
97,67,8.92E-05,2.9,87.8
97,21,7.60E-05,2.2,86.9
100,0,9.64E-05,2.9,86.9
99,0,0.000122977,2.9,86.9
94,0,8.16E-05,2.3,86.9
94,0,9.86E-05,2.5,86.9
96,0,0.000117651,2.7,86.9
100,0,0.000126428,2.8,86.9
96,0,0.000121623,2.5,86.9
102,0,9.48E-05,3.1,86.9
106,0,0.000107085,3.9,86.9
108,0,7.85E-05,3.1,86.9
97,0,7.94E-05,2.6,86.9
103,0,7.60E-05,3.2,86.9
97,0,7.73E-05,2.8,88.7
93,0,8.30E-05,2.4,89.6
96,0,0.000103587,2.4,90.5
101,0,0.000150927,3,91.4
95,0,0.000125036,2.5,91.4
89,0,0.000146807,2.1,91.4
97,0,0.000120952,2.6,92.3
90,0,0.000132152,2.2,92.3
95,0,0.000132152,2.5,92.3
95,0,0.000110701,2.5,92.3
92,0,0.00010076,2.3,91.4
97,0,0.000108878,2.8,90.5
89,0,9.69E-05,2.3,90.5
94,0,8.39E-05,2.5,89.6
102,0,9.75E-05,2.5,89.6
91,0,0.000126428,2.2,90.5
95,0,0.000129258,2.5,90.5
100,0,0.000117651,2.9,91.4
100,0,0.00012573,2.9,91.4
104,29,0.000179178,3.9,92.3
100,64,0.000294868,3.1,93.2
104,39,0.000266907,3.6,94.1
98,0,0.000135861,2.8,93.2
93,36,0.000146807,2.1,92.3
102,8,0.00011896,3,91.4
81,11,0.000117651,1.8,91.4
84,4,0.000115713,1.9,90.5
85,0,0.000149265,1.9,90.5
94,0,0.000200152,2.5,89.6
97,7,0.000232415,2.9,89.6
86,0,0.000262511,2.1,89.6
81,0,0.000201263,1.6,89.6
91,0,0.000173325,2.1,89.6
92,0,0.000162187,2.3,89.6
88,0,0.000177205,2,89.6
91,0,0.000155162,2.2,89.6
88,0,0.000168594,2.1,89.6
83,0,0.000150094,1.9,89.6
93,0,0.000151764,2.3,89.6
91,0,0.000135861,2.2,89.6
92,0,0.000134365,2.3,89.6
97,0,0.000133623,2.7,89.6
101,0,0.000138135,2.8,89.6
94,0,0.000147622,2.2,89.6
92,0,0.000124346,2.3,89.6
98,0,0.000129976,2.7,89.6
87,0,0.000108878,1.9,89.6
90,0,0.000124346,2.2,89.6
96,0,0.000137373,2.4,89.6
96,0,0.000146807,2.6,89.6
86,0,0.000182178,1.9,89.6
91,0,0.000252535,2.2,89.6
84,0,0.000241596,1.8,89.6
91,0,0.000262511,2.2,89.6
96,0,0.000189375,2.5,89.6
93,0,0.000197949,2.3,89.6
94,0,0.000196856,2.4,89.6
92,0,0.000215085,2.3,89.6
91,0,0.000244286,2.4,89.6
99,0,0.000227326,2.8,89.6
93,0,0.000181172,2.4,89.6
95,0,0.000248376,2.5,89.6
91,0,0.000208059,2.2,89.6
87,0,0.000247005,1.9,89.6
95,0,0.000196856,2.5,89.6
94,0,0.0002199,2.5,89.6
93,0,0.000179178,2.4,89.6
97,0,0.00016953,2.5,89.6
92,0,0.000146807,2.3,89.6
94,0,0.000115713,2.5,89.6
95,0,0.000125036,2.4,89.6
94,0,0.000131423,2.5,89.6
96,0,0.000137373,2.6,90.5
97,0,0.000137373,2.5,90.5
95,0,0.000145191,2.6,90.5
95,0,0.000168594,2.5,90.5
92,0,0.000141228,2.3,90.5
96,0,0.000156023,2.5,90.5
97,0,0.000151764,2.7,90.5
91,0,0.00012573,2.2,90.5
95,0,8.53E-05,2.5,90.5
96,0,0.000128545,2.6,89.6
98,0,0.000232415,2.7,90.5
92,0,0.000216279,2.3,89.6
95,0,0.000130697,2.5,89.6
94,0,0.000122298,2.4,89.6
90,0,0.000138902,2.1,89.6
82,0,0.000136615,1.8,89.6
97,0,9.59E-05,2.7,90.5
97,0,0.00012713,2.6,89.6
93,0,8.68E-05,2.4,89.6
96,0,0.000102447,2.5,89.6
93,0,0.000140448,2.4,89.6
92,0,0.000129258,2.3,89.6
94,0,0.000106494,2.3,90.5
100,16,0.000117651,3.3,90.5
117,16,0.000113808,7.5,90.5
116,0,0.000111933,7.4,90.5
109,7,0.000113179,4.4,90.5
95,18,9.80E-05,2.6,89.6
91,0,8.92E-05,2.3,89.6
92,0,6.76E-05,2.3,88.7
96,0,8.53E-05,2.7,88.7
97,0,8.44E-05,2.7,88.7
87,0,7.99E-05,2.1,88.7
91,0,7.19E-05,2.2,88.7
91,0,7.81E-05,2.3,88.7
80,0,5.79E-05,1.6,88.7
96,0,7.68E-05,2.7,88.7
91,0,6.69E-05,2.2,88.7
90,0,8.21E-05,2.1,88.7
97,0,6.99E-05,2.7,88.7
94,0,7.99E-05,2.4,88.7
